JobID,JobFlowID,InstanceCount,MapTaskCount,JobCounter,BlockSize,FileSize,RawCopyIn,Demux,ProcessJob,Merge,RawCopyOut,Job,JobRun
49150a20-b8be-4af1-b1c9-20ead91c0a9,j-2O13LK5W8LUAA,12,4,2,8388608,183374462,12,8,73,4,10,109,0
49150a20-b8be-4af1-b1c9-20ead91c0a9,j-2O13LK5W8LUAA,12,4,3,8388608,237292012,9,10,99,6,16,142,0
49150a20-b8be-4af1-b1c9-20ead91c0a9,j-2O13LK5W8LUAA,12,4,4,8388608,364935418,12,15,108,10,26,174,0
49150a20-b8be-4af1-b1c9-20ead91c0a9,j-2O13LK5W8LUAA,12,4,5,8388608,797857853,28,36,126,23,43,257,0
49150a20-b8be-4af1-b1c9-20ead91c0a9,j-2O13LK5W8LUAA,12,4,6,16777216,1540035256,51,52,132,19,42,300,0
49150a20-b8be-4af1-b1c9-20ead91c0a9,j-2O13LK5W8LUAA,12,4,7,16777216,6321118503,219,211,450,92,59,1035,0
49150a20-b8be-4af1-b1c9-20ead91c0a9,j-2O13LK5W8LUAA,12,4,8,25165824,10514761914,378,324,1401,318,233,2658,0
8221abdd-9bc1-44ec-9ce9-8d22ab128b8,j-2O13LK5W8LUAA,13,4,0,-1,-1,0,0,0,0,0,0,0
8221abdd-9bc1-44ec-9ce9-8d22ab128b8,j-2O13LK5W8LUAA,13,4,1,4194304,4640417,0,0,48,0,2,53,0
8221abdd-9bc1-44ec-9ce9-8d22ab128b8,j-2O13LK5W8LUAA,13,4,2,8388608,183374462,6,8,69,4,13,103,0
8221abdd-9bc1-44ec-9ce9-8d22ab128b8,j-2O13LK5W8LUAA,13,4,3,8388608,237292012,9,10,96,6,16,139,0
8221abdd-9bc1-44ec-9ce9-8d22ab128b8,j-2O13LK5W8LUAA,13,4,4,8388608,364935418,12,14,113,10,29,181,0
8221abdd-9bc1-44ec-9ce9-8d22ab128b8,j-2O13LK5W8LUAA,13,4,5,8388608,797857853,30,34,132,23,42,262,0
8221abdd-9bc1-44ec-9ce9-8d22ab128b8,j-2O13LK5W8LUAA,13,4,6,16777216,1540035256,60,51,133,19,42,307,0
8221abdd-9bc1-44ec-9ce9-8d22ab128b8,j-2O13LK5W8LUAA,13,4,7,16777216,6321118503,253,210,445,93,62,1067,0
8221abdd-9bc1-44ec-9ce9-8d22ab128b8,j-2O13LK5W8LUAA,13,4,8,25165824,10514761914,424,325,1296,302,233,2584,0
5e62bec7-882f-4fd7-988f-23e3b98b6b7,j-2O13LK5W8LUAA,14,4,0,-1,-1,0,0,0,0,0,0,0
5e62bec7-882f-4fd7-988f-23e3b98b6b7,j-2O13LK5W8LUAA,14,4,1,4194304,4640417,0,1,53,0,2,58,0
5e62bec7-882f-4fd7-988f-23e3b98b6b7,j-2O13LK5W8LUAA,14,4,2,8388608,183374462,7,8,77,4,11,109,0
5e62bec7-882f-4fd7-988f-23e3b98b6b7,j-2O13LK5W8LUAA,14,4,3,8388608,237292012,10,10,93,6,16,137,0
5e62bec7-882f-4fd7-988f-23e3b98b6b7,j-2O13LK5W8LUAA,14,4,4,8388608,364935418,14,14,110,10,27,177,0
5e62bec7-882f-4fd7-988f-23e3b98b6b7,j-2O13LK5W8LUAA,14,4,5,8388608,797857853,34,35,120,22,49,262,0
5e62bec7-882f-4fd7-988f-23e3b98b6b7,j-2O13LK5W8LUAA,14,4,6,16777216,1540035256,63,52,130,18,45,311,0
5e62bec7-882f-4fd7-988f-23e3b98b6b7,j-2O13LK5W8LUAA,14,4,7,16777216,6321118503,252,215,422,92,63,1049,0
5e62bec7-882f-4fd7-988f-23e3b98b6b7,j-2O13LK5W8LUAA,14,4,8,25165824,10514761914,432,335,1218,318,228,2535,0
7bb6bcd4-c2df-4ced-9e8e-b4aa5ea52d0,j-2O13LK5W8LUAA,15,4,0,-1,-1,0,0,0,0,0,0,0
7bb6bcd4-c2df-4ced-9e8e-b4aa5ea52d0,j-2O13LK5W8LUAA,15,4,1,4194304,4640417,0,0,49,0,2,53,0
7bb6bcd4-c2df-4ced-9e8e-b4aa5ea52d0,j-2O13LK5W8LUAA,15,4,2,8388608,183374462,6,8,73,4,12,106,0
7bb6bcd4-c2df-4ced-9e8e-b4aa5ea52d0,j-2O13LK5W8LUAA,15,4,3,8388608,237292012,9,10,96,6,20,143,0
7bb6bcd4-c2df-4ced-9e8e-b4aa5ea52d0,j-2O13LK5W8LUAA,15,4,4,8388608,364935418,12,14,97,11,28,164,0
7bb6bcd4-c2df-4ced-9e8e-b4aa5ea52d0,j-2O13LK5W8LUAA,15,4,5,8388608,797857853,33,35,120,23,52,265,0
7bb6bcd4-c2df-4ced-9e8e-b4aa5ea52d0,j-2O13LK5W8LUAA,15,4,6,16777216,1540035256,59,53,131,19,36,300,0
7bb6bcd4-c2df-4ced-9e8e-b4aa5ea52d0,j-2O13LK5W8LUAA,15,4,7,16777216,6321118503,241,210,376,90,67,988,0
7bb6bcd4-c2df-4ced-9e8e-b4aa5ea52d0,j-2O13LK5W8LUAA,15,4,8,25165824,10514761914,368,324,1149,313,231,2390,0
79d020e2-1e3f-4bd6-8f57-15ecca273dd,j-2O13LK5W8LUAA,16,4,0,-1,-1,0,0,0,0,0,0,0
79d020e2-1e3f-4bd6-8f57-15ecca273dd,j-2O13LK5W8LUAA,16,4,1,4194304,4640417,0,1,49,1,2,54,0
79d020e2-1e3f-4bd6-8f57-15ecca273dd,j-2O13LK5W8LUAA,16,4,2,8388608,183374462,6,8,74,4,12,106,0
79d020e2-1e3f-4bd6-8f57-15ecca273dd,j-2O13LK5W8LUAA,16,4,3,8388608,237292012,9,10,95,6,18,141,0
79d020e2-1e3f-4bd6-8f57-15ecca273dd,j-2O13LK5W8LUAA,16,4,4,8388608,364935418,15,15,100,11,23,166,0
79d020e2-1e3f-4bd6-8f57-15ecca273dd,j-2O13LK5W8LUAA,16,4,5,8388608,797857853,33,34,114,23,43,249,0
79d020e2-1e3f-4bd6-8f57-15ecca273dd,j-2O13LK5W8LUAA,16,4,6,16777216,1540035256,52,52,132,18,48,305,0
79d020e2-1e3f-4bd6-8f57-15ecca273dd,j-2O13LK5W8LUAA,16,4,7,16777216,6321118503,233,212,374,90,62,976,0
79d020e2-1e3f-4bd6-8f57-15ecca273dd,j-2O13LK5W8LUAA,16,4,8,25165824,10514761914,393,324,1082,309,229,2340,0
7debb8d0-b080-4ebd-ba1e-b99b97c3403,j-2O13LK5W8LUAA,17,4,0,-1,-1,0,0,0,0,0,0,0
7debb8d0-b080-4ebd-ba1e-b99b97c3403,j-2O13LK5W8LUAA,17,4,1,4194304,4640417,0,1,51,0,2,56,0
7debb8d0-b080-4ebd-ba1e-b99b97c3403,j-2O13LK5W8LUAA,17,4,2,8388608,183374462,7,8,73,4,10,104,0
7debb8d0-b080-4ebd-ba1e-b99b97c3403,j-2O13LK5W8LUAA,17,4,3,8388608,237292012,9,10,94,6,15,136,0
7debb8d0-b080-4ebd-ba1e-b99b97c3403,j-2O13LK5W8LUAA,17,4,4,8388608,364935418,14,14,99,10,25,165,0
7debb8d0-b080-4ebd-ba1e-b99b97c3403,j-2O13LK5W8LUAA,17,4,5,8388608,797857853,28,35,113,22,38,237,0
7debb8d0-b080-4ebd-ba1e-b99b97c3403,j-2O13LK5W8LUAA,17,4,6,16777216,1540035256,56,52,119,19,40,288,0
7debb8d0-b080-4ebd-ba1e-b99b97c3403,j-2O13LK5W8LUAA,17,4,7,16777216,6321118503,245,213,348,89,66,965,0
7debb8d0-b080-4ebd-ba1e-b99b97c3403,j-2O13LK5W8LUAA,17,4,8,25165824,10514761914,401,323,1032,307,229,2297,0
eca25db8-d47a-41b1-be5a-f3782d62c4c,j-2O13LK5W8LUAA,18,4,0,-1,-1,0,0,0,0,0,0,0
eca25db8-d47a-41b1-be5a-f3782d62c4c,j-2O13LK5W8LUAA,18,4,1,4194304,4640417,0,0,48,0,2,53,0
eca25db8-d47a-41b1-be5a-f3782d62c4c,j-2O13LK5W8LUAA,18,4,2,8388608,183374462,7,8,77,4,10,108,0
eca25db8-d47a-41b1-be5a-f3782d62c4c,j-2O13LK5W8LUAA,18,4,3,8388608,237292012,9,10,97,6,16,140,0
eca25db8-d47a-41b1-be5a-f3782d62c4c,j-2O13LK5W8LUAA,18,4,4,8388608,364935418,14,15,98,10,27,166,0
eca25db8-d47a-41b1-be5a-f3782d62c4c,j-2O13LK5W8LUAA,18,4,5,8388608,797857853,28,35,114,23,44,246,0
eca25db8-d47a-41b1-be5a-f3782d62c4c,j-2O13LK5W8LUAA,18,4,6,16777216,1540035256,59,53,119,19,40,293,0
eca25db8-d47a-41b1-be5a-f3782d62c4c,j-2O13LK5W8LUAA,18,4,7,16777216,6321118503,229,212,376,94,60,975,0
eca25db8-d47a-41b1-be5a-f3782d62c4c,j-2O13LK5W8LUAA,18,4,8,25165824,10514761914,388,327,982,318,231,2249,0
0d78d6ea-289e-4f28-bc99-ee108d22d38,j-2O13LK5W8LUAA,19,4,0,-1,-1,0,0,0,0,0,0,0
0d78d6ea-289e-4f28-bc99-ee108d22d38,j-2O13LK5W8LUAA,19,4,1,4194304,4640417,0,1,52,0,4,59,0
0d78d6ea-289e-4f28-bc99-ee108d22d38,j-2O13LK5W8LUAA,19,4,2,8388608,183374462,6,9,71,4,11,103,0
0d78d6ea-289e-4f28-bc99-ee108d22d38,j-2O13LK5W8LUAA,19,4,3,8388608,237292012,8,10,94,6,14,135,0
0d78d6ea-289e-4f28-bc99-ee108d22d38,j-2O13LK5W8LUAA,19,4,4,8388608,364935418,13,15,99,11,25,165,0
0d78d6ea-289e-4f28-bc99-ee108d22d38,j-2O13LK5W8LUAA,19,4,5,8388608,797857853,28,35,108,24,43,240,0
0d78d6ea-289e-4f28-bc99-ee108d22d38,j-2O13LK5W8LUAA,19,4,6,16777216,1540035256,52,53,128,19,40,295,0
0d78d6ea-289e-4f28-bc99-ee108d22d38,j-2O13LK5W8LUAA,19,4,7,16777216,6321118503,226,219,329,90,54,924,0
0d78d6ea-289e-4f28-bc99-ee108d22d38,j-2O13LK5W8LUAA,19,4,8,25165824,10514761914,379,324,969,293,239,2208,0
